EmployeeID,Name,Age,Department,Role,Location,DigitalTrainingHours,DigitalTransformationScore,YearsAtCompany,Satisfaction
361,Employee_361,46,Sales,Manager,Tokyo,22.5,68.39,25.2,8.8
362,Employee_362,55,IT,Coordinator,Berlin,37.2,53.16,16.7,6.1
363,Employee_363,45,Sales,Executive,San Francisco,43.2,3.27,5.8,5
364,Employee_364,44,Sales,Specialist,Tokyo,43.9,47.56,3.7,1.6
365,Employee_365,33,HR,Specialist,Singapore,61.3,40.77,0.7,5.2
366,Employee_366,27,Sales,Coordinator,Dubai,94.3,16.12,34.9,8.4
367,Employee_367,56,HR,Analyst,Toronto,24.1,65.64,9.5,6.5
368,Employee_368,40,Operations,Coordinator,Dubai,12.2,97.12,8.5,8.5
369,Employee_369,21,Marketing,Specialist,London,19.7,56.22,29.4,5.4
370,Employee_370,28,Sales,Coordinator,New York,88.7,71.48,12.8,2.1
371,Employee_371,36,Sales,Manager,Singapore,64.6,6.85,20.2,1.1
372,Employee_372,34,Sales,Manager,Sydney,28.6,41.77,6.5,3.7
373,Employee_373,32,Finance,Analyst,Singapore,81.6,11.64,38.4,7.3
374,Employee_374,43,Finance,Coordinator,Dubai,86.1,61.28,34.1,8.1
375,Employee_375,35,IT,Coordinator,Dubai,84.7,93.85,34.6,3.7
376,Employee_376,48,Marketing,Coordinator,Tokyo,91.9,66.18,16.3,5.5
377,Employee_377,54,Marketing,Coordinator,Tokyo,25.2,7.68,30.5,4.8
378,Employee_378,22,Finance,Analyst,London,75.5,35.47,5.8,4.7
379,Employee_379,52,IT,Specialist,San Francisco,46.1,55.07,0.3,3.1
380,Employee_380,43,Finance,Executive,London,84.2,40.32,0.8,2.2
381,Employee_381,42,Operations,Analyst,Sydney,72.8,83.36,23.5,2.8
382,Employee_382,45,IT,Specialist,Tokyo,77.6,81.47,18.2,1.5
383,Employee_383,42,Marketing,Specialist,Sydney,65.6,61.18,20.7,2.8
384,Employee_384,42,Marketing,Specialist,Tokyo,17.7,37.35,0.3,1.1
385,Employee_385,62,Finance,Coordinator,Tokyo,54.5,25.53,16.9,6.6
386,Employee_386,26,Operations,Analyst,Tokyo,98.5,10.59,28.7,3.8
387,Employee_387,35,Finance,Specialist,Berlin,93.7,35.49,17.7,9.8
388,Employee_388,63,HR,Executive,Paris,4.3,41.32,29.3,2.7
389,Employee_389,57,HR,Executive,Singapore,16.5,67.58,9.3,4.1
390,Employee_390,53,Operations,Manager,Berlin,13.2,65.82,32.5,4.2
391,Employee_391,28,Sales,Specialist,New York,72.6,7.01,23.5,1.1
392,Employee_392,64,Sales,Analyst,Dubai,81.8,39.53,8.4,8.6
393,Employee_393,64,HR,Coordinator,Toronto,21.4,18.18,9.5,1.3
394,Employee_394,25,HR,Manager,Sydney,50.6,15.68,25.1,9.5
395,Employee_395,59,Sales,Specialist,Paris,84.1,82.73,33.2,9
396,Employee_396,24,IT,Coordinator,New York,73.3,4.19,16.6,5.8
397,Employee_397,26,Sales,Analyst,San Francisco,54.2,41.92,10.3,5.9
398,Employee_398,52,Finance,Analyst,Tokyo,59,16.82,34.7,6.9
399,Employee_399,50,IT,Manager,Tokyo,50.8,87.93,26.8,4.5
400,Employee_400,55,Finance,Manager,Toronto,29.8,55.7,17.9,6.8
401,Employee_401,60,HR,Specialist,Toronto,56.5,23.14,19.5,1.4
402,Employee_402,36,IT,Coordinator,Toronto,68.9,50.24,8.2,1.5
403,Employee_403,33,Finance,Executive,New York,87.3,73.15,25.1,5.1
404,Employee_404,62,Finance,Coordinator,Dubai,63.6,95.81,14.3,5.9
405,Employee_405,50,IT,Analyst,Dubai,76.1,22.04,39.8,9
406,Employee_406,39,Operations,Analyst,Berlin,16,88.62,19.2,1.9
407,Employee_407,37,Sales,Specialist,Sydney,46.2,93.43,19.4,8.4
408,Employee_408,39,Marketing,Executive,Berlin,0.9,91.64,22.6,2.9
409,Employee_409,48,Finance,Specialist,Singapore,24.7,63.54,36.7,4.5
410,Employee_410,46,Sales,Analyst,San Francisco,72.6,62.98,32,3.8
411,Employee_411,57,Marketing,Analyst,Sydney,99.2,40.32,18,4.6
412,Employee_412,46,Sales,Coordinator,Singapore,9.9,75.24,28.7,2.4
413,Employee_413,43,HR,Executive,Tokyo,40.1,53.13,23.4,5.5
414,Employee_414,29,Marketing,Coordinator,Paris,80,67.74,19.7,8.2
415,Employee_415,32,Sales,Coordinator,Singapore,20.4,42.85,7.7,5
416,Employee_416,21,Finance,Specialist,Paris,55.5,73.15,18.6,5.4
417,Employee_417,21,Marketing,Coordinator,Tokyo,73.3,82.45,9.8,8.6
418,Employee_418,54,HR,Manager,London,61.6,14.64,36.6,7.4
419,Employee_419,52,IT,Manager,San Francisco,18.8,83.29,13.4,5.4
420,Employee_420,45,Finance,Coordinator,Paris,35.5,54.03,38.1,3.3
421,Employee_421,60,HR,Executive,Tokyo,78.4,84.47,21.3,9
422,Employee_422,21,HR,Coordinator,Singapore,55.4,43.13,25.3,6.2
423,Employee_423,36,Marketing,Analyst,Paris,0.5,37.9,21.7,3
424,Employee_424,59,Sales,Analyst,Sydney,76.1,91.51,5.2,3.4
425,Employee_425,25,IT,Executive,London,3.5,25.12,15,8.2
426,Employee_426,42,Finance,Specialist,Berlin,74.6,84.42,4,1.4
427,Employee_427,49,Finance,Manager,Sydney,20.2,48.4,24.9,9.9
428,Employee_428,23,Sales,Manager,Berlin,95.8,51.41,17.9,2.2
429,Employee_429,32,IT,Specialist,Tokyo,36.8,30.85,31.1,8.2
430,Employee_430,46,Marketing,Coordinator,Toronto,32.7,57.3,8.8,4.6
431,Employee_431,36,Finance,Executive,Sydney,14.9,32.52,6.6,5.4
432,Employee_432,57,IT,Coordinator,Sydney,30.6,3.93,16.3,8.9
433,Employee_433,42,Marketing,Specialist,Tokyo,87.7,27.2,37.1,4.7
434,Employee_434,49,Marketing,Executive,Dubai,99.6,0.64,28.4,5.8
435,Employee_435,34,Finance,Manager,Tokyo,36.8,97.84,16.8,1.4
436,Employee_436,48,Sales,Manager,San Francisco,44.9,96.57,20.7,1
437,Employee_437,25,Operations,Coordinator,London,72.2,39.52,3.4,3.2
438,Employee_438,50,Finance,Analyst,San Francisco,88.6,72.84,39.4,7.1
439,Employee_439,25,HR,Specialist,New York,59.3,34.58,26.7,2.1
440,Employee_440,32,HR,Specialist,Dubai,39.2,67.11,11.4,2
441,Employee_441,36,Marketing,Coordinator,Dubai,41.3,80.54,23.4,4.7
442,Employee_442,46,Operations,Specialist,Dubai,69.6,94.68,4.4,6.8
443,Employee_443,46,Finance,Manager,London,0.3,40.02,38.6,7.4
444,Employee_444,41,HR,Coordinator,San Francisco,62,78.33,7,2.6
445,Employee_445,59,HR,Manager,Berlin,35.5,26.59,25.9,1.7
446,Employee_446,56,Finance,Executive,Singapore,79.4,99.03,9.8,9.5
447,Employee_447,53,IT,Executive,London,9.3,2.58,28.7,3.3
448,Employee_448,50,Marketing,Analyst,Toronto,58.8,60.35,31.1,8.7
449,Employee_449,57,Finance,Specialist,Singapore,48.1,65.95,26.9,8.8
450,Employee_450,43,IT,Executive,Tokyo,64.2,68.8,24.6,8
451,Employee_451,30,Marketing,Specialist,Toronto,6.5,12.04,35.7,2.5
452,Employee_452,25,Operations,Manager,New York,58,93.85,3.1,8.4
453,Employee_453,56,Sales,Coordinator,Paris,56.1,18.12,13.2,7.9
454,Employee_454,54,Marketing,Executive,Paris,56.1,62.28,9.9,6.4
455,Employee_455,51,Operations,Coordinator,Berlin,60.3,22.27,39.5,4
456,Employee_456,30,Sales,Executive,Sydney,67.6,30.72,15.6,3.4
457,Employee_457,39,HR,Specialist,Toronto,80.5,54.65,29.3,2.1
458,Employee_458,52,HR,Executive,Dubai,27,41.72,27.4,5.6
459,Employee_459,21,HR,Executive,San Francisco,82.5,16.02,8.5,6.3
460,Employee_460,25,Marketing,Manager,Paris,49.8,17.09,9.6,4.2
461,Employee_461,24,IT,Analyst,Sydney,7.7,41.81,11.3,5.3
462,Employee_462,36,Sales,Manager,Paris,5.9,75.73,16.4,4.3
463,Employee_463,44,HR,Coordinator,London,33.4,89.8,9.4,6.8
464,Employee_464,36,Finance,Specialist,San Francisco,78.5,8.41,0.8,9.1
465,Employee_465,22,Sales,Specialist,Sydney,70.8,39.31,35.2,2.5
466,Employee_466,48,Sales,Executive,Paris,78.9,10.02,38.6,4.4
467,Employee_467,52,IT,Specialist,Sydney,51.7,1.66,13.7,2.3
468,Employee_468,47,Operations,Analyst,New York,44,66.17,13.5,6.6
469,Employee_469,40,IT,Analyst,New York,14.7,60.24,0.3,7.6
470,Employee_470,44,HR,Executive,San Francisco,32.8,16.3,27.2,9.4
471,Employee_471,32,Finance,Executive,Tokyo,43.4,23.38,33,3.5
472,Employee_472,55,Finance,Coordinator,Berlin,8.9,2.37,5.9,9.6
473,Employee_473,53,HR,Executive,Paris,22.1,83.49,6.4,1.6
474,Employee_474,53,Finance,Manager,Dubai,59.8,97.47,31.6,6.4
475,Employee_475,63,IT,Manager,Paris,73.6,13.55,24.7,1.5
476,Employee_476,57,Marketing,Manager,San Francisco,99.8,23.15,1.8,9
477,Employee_477,32,IT,Analyst,London,93.3,86.84,24.9,5.8
478,Employee_478,23,Marketing,Specialist,Paris,64.3,92.65,12.4,7
479,Employee_479,21,HR,Coordinator,Dubai,42.1,41.96,14.7,8.5
480,Employee_480,53,Finance,Executive,Toronto,63.6,5.06,30.8,2.4
481,Employee_481,60,Sales,Coordinator,Toronto,78.6,3.94,32.4,1.3
482,Employee_482,30,Operations,Analyst,Toronto,11.8,57.39,16,8.9
483,Employee_483,63,Sales,Executive,Toronto,41,39.29,37.9,3.8
484,Employee_484,64,Marketing,Executive,San Francisco,84,2.87,16.3,2.2
485,Employee_485,49,IT,Analyst,Toronto,38.4,58.33,30.9,5.2
486,Employee_486,33,IT,Specialist,New York,57.2,1.13,19.4,6.4
487,Employee_487,32,IT,Executive,New York,58.8,78.74,35.9,1.3
488,Employee_488,51,IT,Specialist,Singapore,18.4,30.64,36.3,3.5
489,Employee_489,22,Operations,Analyst,Berlin,36.2,4.03,3.5,1.3
490,Employee_490,55,HR,Coordinator,Sydney,33.5,58.84,37.5,4.8
491,Employee_491,43,IT,Executive,New York,2.6,39.77,33,9.1
492,Employee_492,37,Marketing,Specialist,Sydney,2.4,97.38,31.7,9.8
493,Employee_493,46,Finance,Executive,Singapore,83.2,54.42,8,6.7
494,Employee_494,28,Operations,Specialist,Berlin,27.3,27.52,32.2,2.5
495,Employee_495,49,Marketing,Executive,New York,51.8,70.94,34,9.2
496,Employee_496,46,Marketing,Executive,New York,29.9,27.15,11.6,5.6
497,Employee_497,30,IT,Executive,Berlin,94.1,90.42,38.1,2.4
498,Employee_498,46,Finance,Coordinator,Berlin,25.9,37.47,2,9.3
499,Employee_499,54,IT,Executive,Sydney,43,54.99,6,7.8
500,Employee_500,61,Marketing,Specialist,Tokyo,87.3,5.06,21.5,7.6
501,Employee_501,27,HR,Coordinator,Paris,84.2,42.61,23,7.4
502,Employee_502,24,Operations,Manager,London,18.6,83.24,25.8,2.8
503,Employee_503,31,HR,Specialist,Toronto,80.3,80.56,0.7,2.9
504,Employee_504,49,Operations,Specialist,Singapore,45.8,22.43,38.4,7.2
505,Employee_505,56,IT,Manager,Dubai,48.3,22.61,1.8,3
506,Employee_506,45,IT,Coordinator,Tokyo,13.3,81.73,5.7,4.9
507,Employee_507,41,Operations,Executive,Paris,8.1,93.04,0.6,8
508,Employee_508,56,Finance,Specialist,London,72.8,9.54,22.7,8.1
509,Employee_509,30,Finance,Manager,New York,49.6,45.01,37.3,5.1
510,Employee_510,57,IT,Executive,Tokyo,43.7,33.75,26.6,8.1
511,Employee_511,29,IT,Coordinator,Tokyo,73,87.07,32.9,8.5
512,Employee_512,44,HR,Specialist,San Francisco,76.6,8.35,0.5,6.9
513,Employee_513,55,Marketing,Executive,Singapore,15.9,21.11,21.7,3.1
514,Employee_514,55,IT,Executive,Dubai,61,75.25,18.4,3.5
515,Employee_515,56,Operations,Analyst,Singapore,13.5,5.13,20,3.8
516,Employee_516,38,Finance,Manager,Sydney,75.1,49.25,2.9,2.1
517,Employee_517,59,Finance,Executive,Toronto,65.7,44.21,27.4,3.5
518,Employee_518,52,HR,Coordinator,Paris,95.7,33.44,20.1,2.9
519,Employee_519,44,Finance,Analyst,Sydney,6.9,39.46,30.6,5.1
520,Employee_520,43,Finance,Executive,San Francisco,5.7,52.99,19.4,9.2
521,Employee_521,52,Marketing,Executive,Sydney,28.2,16.14,6,1.9
522,Employee_522,57,Sales,Coordinator,Berlin,26.2,57.2,25.9,7.5
523,Employee_523,32,Operations,Analyst,Paris,24.7,80.54,6.9,7.2
524,Employee_524,33,Marketing,Analyst,Toronto,90.6,76.02,34.9,1.9
525,Employee_525,43,Sales,Manager,New York,25,15.39,24.5,9.3
526,Employee_526,45,Finance,Executive,Berlin,27.2,14.92,6.3,6.1
527,Employee_527,55,HR,Manager,Berlin,75.9,26.82,38.5,4.3
528,Employee_528,61,HR,Analyst,Paris,45,36.11,20.7,7.8
529,Employee_529,50,Finance,Manager,Berlin,77.7,40.85,2.9,3.3
530,Employee_530,37,IT,Coordinator,New York,6.5,67.97,25.1,7.2
531,Employee_531,40,Sales,Specialist,Dubai,48.8,5.67,10.1,1.4
532,Employee_532,45,Finance,Coordinator,Singapore,3.4,3.47,32.1,8.6
533,Employee_533,42,HR,Analyst,Paris,6.3,39.19,32.7,5
534,Employee_534,33,HR,Coordinator,London,90.6,69.72,39.2,6.7
535,Employee_535,39,Sales,Analyst,Sydney,13.9,19.34,20.1,3
536,Employee_536,56,Operations,Coordinator,New York,53.2,64.15,18.2,7.1
537,Employee_537,32,Finance,Executive,Toronto,41.1,25.98,30.1,8
538,Employee_538,61,Marketing,Executive,Tokyo,34.7,88.61,5.3,5.3
539,Employee_539,39,Finance,Coordinator,Singapore,90,89.57,21.9,6.6
540,Employee_540,32,Operations,Manager,Dubai,2.2,29.73,21.8,5.1
541,Employee_541,29,Sales,Analyst,New York,66.4,23,3.6,9
542,Employee_542,27,Sales,Executive,Dubai,96.3,41.13,16.7,5.5
543,Employee_543,48,HR,Analyst,New York,56,24.05,34.1,8.6
544,Employee_544,34,Operations,Executive,London,93.7,67.24,34.2,8.2
545,Employee_545,51,Sales,Specialist,New York,5.2,82.61,4,4.7
546,Employee_546,39,IT,Coordinator,New York,41.9,67.31,3.6,3.1
547,Employee_547,36,Finance,Executive,London,26,82.44,10.5,4.7
548,Employee_548,25,HR,Coordinator,Toronto,73.1,39.7,35,8.4
549,Employee_549,55,Marketing,Specialist,San Francisco,98.1,15.63,5.2,3
550,Employee_550,32,Operations,Analyst,Toronto,25.7,73.8,28.8,5.7
551,Employee_551,45,HR,Coordinator,London,65.4,36.05,4,8.3
552,Employee_552,41,Sales,Executive,Singapore,19.8,67.13,24.9,4.2
553,Employee_553,56,Sales,Specialist,Tokyo,56.5,27.06,14.2,6.8
554,Employee_554,43,Marketing,Executive,San Francisco,46.4,8.12,31.6,3.2
555,Employee_555,36,Marketing,Specialist,Paris,97.2,99.26,9.3,2
556,Employee_556,59,Marketing,Specialist,Berlin,60.9,15.62,25.6,8.1
557,Employee_557,62,Marketing,Executive,New York,35,98.84,9.4,1.9
558,Employee_558,59,Marketing,Coordinator,Tokyo,11.4,97.73,28.5,3.4
559,Employee_559,34,IT,Analyst,Toronto,15.1,79.38,34.9,8.7
560,Employee_560,51,Finance,Analyst,London,22.5,65.94,5.1,4.1
561,Employee_561,25,Operations,Specialist,Singapore,25.1,57.78,34.7,9.8
562,Employee_562,55,HR,Executive,Tokyo,85.1,86.61,23.7,9.8
563,Employee_563,43,Marketing,Specialist,Dubai,56.1,28.94,5.1,3.4
564,Employee_564,49,Finance,Analyst,Dubai,52.3,46.77,17.1,1.4
565,Employee_565,63,Sales,Specialist,Paris,11.5,61.94,6.4,7.3
566,Employee_566,31,Finance,Specialist,Toronto,86,41.12,28,5.1
567,Employee_567,38,Marketing,Analyst,London,72.3,42.75,30.4,1.9
568,Employee_568,32,HR,Coordinator,Singapore,6.8,33.03,4.2,7.4
569,Employee_569,29,Marketing,Specialist,Dubai,70.8,56.42,20.2,1.3
570,Employee_570,30,Finance,Coordinator,London,54.4,85.06,32.6,8.8
571,Employee_571,64,Sales,Specialist,Tokyo,8.2,20.15,37.4,2.2
572,Employee_572,37,Finance,Executive,London,45.8,93.44,20.5,2.1
573,Employee_573,58,Marketing,Specialist,London,48.5,68.91,38,2.6
574,Employee_574,27,Operations,Specialist,San Francisco,16.6,82.33,21.4,9.6
575,Employee_575,33,Finance,Manager,Berlin,94.6,55.62,15.8,7.2
576,Employee_576,60,Operations,Executive,Dubai,85,77.95,33.9,8.2
577,Employee_577,62,Marketing,Executive,Berlin,66.9,1.62,19.7,4.6
578,Employee_578,29,Finance,Coordinator,Tokyo,46.2,81.84,18.9,4
579,Employee_579,47,Sales,Coordinator,Singapore,41.2,4.01,19.6,3.1
580,Employee_580,22,IT,Specialist,Berlin,65.1,88.99,33.9,5.3
581,Employee_581,25,IT,Analyst,Sydney,54.5,99.2,33.3,6
582,Employee_582,49,Operations,Specialist,Toronto,6.2,29.41,16.1,6.7
583,Employee_583,57,Marketing,Manager,Tokyo,51.3,21.03,13.3,3.3
584,Employee_584,58,Operations,Specialist,Paris,80.6,76.54,19.7,9.5
585,Employee_585,39,Marketing,Manager,New York,45.9,25.3,22.9,2.5
586,Employee_586,28,Marketing,Specialist,Singapore,5.2,86.56,9.5,9.7
587,Employee_587,21,IT,Coordinator,San Francisco,78.6,10.28,31.8,1.1
588,Employee_588,42,Sales,Specialist,Berlin,20.1,12.6,19.5,5.3
589,Employee_589,37,Sales,Coordinator,San Francisco,25.9,97.92,13.4,4
590,Employee_590,27,Finance,Analyst,Sydney,16.5,67.38,4.3,5
591,Employee_591,45,Operations,Analyst,Berlin,33,84.69,9.6,6.1
592,Employee_592,24,Sales,Executive,New York,75.7,32.43,38,4.9
593,Employee_593,56,HR,Specialist,New York,51.9,67.65,12.2,4.7
594,Employee_594,26,Finance,Executive,London,20.5,59.42,6.8,7.6
595,Employee_595,51,Finance,Specialist,London,87.8,60.32,18.4,7.2
596,Employee_596,39,IT,Analyst,Dubai,88,68.25,12.3,8.5
597,Employee_597,64,Operations,Manager,San Francisco,87.1,57.54,1.4,3.2
598,Employee_598,59,Sales,Executive,Paris,23.9,42.91,12.9,6.5
599,Employee_599,47,Sales,Executive,London,45.1,27.59,21.8,6.3
600,Employee_600,30,Marketing,Analyst,Singapore,98.5,76.86,22.1,4.3
601,Employee_601,46,Finance,Analyst,London,77.2,22.63,14.3,5.4
602,Employee_602,39,Operations,Manager,London,2.7,69.24,17.9,3.8
603,Employee_603,59,Operations,Executive,Tokyo,6.5,23.33,38.6,2.3
604,Employee_604,23,Operations,Analyst,Berlin,46.4,62.53,15.1,2.9
605,Employee_605,33,Marketing,Analyst,San Francisco,90.9,74.71,10.3,1.9
606,Employee_606,48,IT,Manager,Tokyo,53.9,21.87,9.7,7.1
607,Employee_607,40,Sales,Manager,Tokyo,49.8,5.99,18.3,6.9
608,Employee_608,48,Operations,Coordinator,San Francisco,10.5,13.1,30.4,9.6
609,Employee_609,28,Marketing,Specialist,New York,65.7,60.6,8.2,7.6
610,Employee_610,61,IT,Coordinator,London,82.2,84.94,28.4,1.5
611,Employee_611,59,Marketing,Manager,Paris,38,4.5,0.8,9
612,Employee_612,21,HR,Analyst,New York,77.6,73.42,16.8,8.8
613,Employee_613,23,Finance,Manager,Tokyo,96.4,34.13,31,5
614,Employee_614,33,Sales,Executive,Sydney,20.4,47.85,13.5,6.3
615,Employee_615,48,Marketing,Analyst,Sydney,52.3,92.89,22.5,9.8
616,Employee_616,45,Marketing,Coordinator,Toronto,28.7,33.2,8.2,5.8
617,Employee_617,53,Sales,Coordinator,London,79.3,46.53,29.7,9.1
618,Employee_618,58,Finance,Coordinator,London,57.8,1.37,2.1,1.7
619,Employee_619,26,HR,Analyst,New York,63.5,8.16,34.1,2.7
620,Employee_620,64,IT,Specialist,New York,79.8,25.86,7.9,5
621,Employee_621,52,Marketing,Specialist,Paris,39.6,2.79,35,6.3
622,Employee_622,41,Finance,Specialist,Paris,91.5,63.14,14.1,8.3
623,Employee_623,36,IT,Manager,Sydney,53.3,42.64,28.9,9.9
624,Employee_624,41,IT,Manager,Sydney,15.8,54.81,12.8,4.5
625,Employee_625,31,IT,Executive,San Francisco,69.6,17.46,36.2,1.4
626,Employee_626,57,HR,Analyst,Dubai,79.3,29.59,5.1,8.2
627,Employee_627,56,HR,Executive,Tokyo,31.7,66.38,7.1,6.4
628,Employee_628,55,IT,Manager,London,85.7,96.53,19.7,2.8
629,Employee_629,39,Operations,Analyst,Sydney,90.6,5.04,3.3,5.5
630,Employee_630,40,Sales,Coordinator,Sydney,27.7,89.04,7.8,7.7
631,Employee_631,38,HR,Analyst,Paris,98.4,57.69,37.8,7.9
632,Employee_632,61,Operations,Manager,London,14.1,56.39,39.1,5.5
633,Employee_633,34,Operations,Coordinator,Toronto,20.2,50.03,15.1,3.7
634,Employee_634,35,Marketing,Coordinator,Toronto,18.4,6.94,36.9,9.8
635,Employee_635,51,Sales,Analyst,San Francisco,89.4,8.99,21.8,7
636,Employee_636,21,IT,Specialist,Tokyo,65.4,60.09,10.8,4.7
637,Employee_637,23,Marketing,Manager,Toronto,15.2,34.1,28.1,3.5
638,Employee_638,36,Marketing,Manager,San Francisco,44,91.73,26.4,7.6
639,Employee_639,43,Operations,Specialist,Toronto,61.5,40.66,39.6,3.2
640,Employee_640,31,Operations,Executive,Paris,8.3,14.33,10.6,2.5
641,Employee_641,32,Operations,Executive,London,88.2,71.47,26.9,5.8
642,Employee_642,30,IT,Manager,Paris,80.4,29.34,2.1,3.6
643,Employee_643,52,IT,Specialist,New York,50.5,52.55,4.5,6.7
644,Employee_644,36,Marketing,Specialist,Paris,96.7,69.78,0.2,2.1
645,Employee_645,28,Marketing,Coordinator,London,41.8,90.03,40,6.9
646,Employee_646,58,HR,Executive,Toronto,98.4,79.22,32.1,3.5
647,Employee_647,32,HR,Executive,Dubai,66.8,67.64,31.5,1
648,Employee_648,44,Operations,Coordinator,San Francisco,63.5,67.96,20.4,2.1
649,Employee_649,48,IT,Analyst,Dubai,16.6,94.59,12,9.4
650,Employee_650,28,IT,Executive,San Francisco,88.2,29.58,6.1,8.8
651,Employee_651,48,Marketing,Coordinator,Paris,42.7,0.11,11.4,3.1
652,Employee_652,56,Sales,Specialist,Dubai,16.2,27.2,15,8
653,Employee_653,46,Operations,Analyst,Toronto,1.3,21.79,30.3,6.5
654,Employee_654,28,HR,Manager,Sydney,56,66.18,21.6,9.7
655,Employee_655,48,Sales,Specialist,Dubai,52.7,63.37,3.1,4.4
656,Employee_656,48,IT,Analyst,New York,71.9,59.35,0.7,7.1
657,Employee_657,57,HR,Coordinator,Paris,89,1.62,4.1,1.6
658,Employee_658,61,Operations,Specialist,San Francisco,7.9,72.88,16.4,4.6
659,Employee_659,56,IT,Analyst,San Francisco,73.1,32.35,37.3,9.7
660,Employee_660,47,Operations,Manager,London,18.7,66.51,25.5,5.9
661,Employee_661,37,Marketing,Specialist,Toronto,85.8,55.66,32.1,3.6
662,Employee_662,29,Sales,Specialist,San Francisco,81.9,34.27,18.7,2.1
663,Employee_663,53,Sales,Executive,New York,54.1,13.46,14.5,7.3
664,Employee_664,40,Sales,Analyst,London,71,9.44,4.3,6.8
665,Employee_665,33,Finance,Analyst,Tokyo,31.4,83.15,35,4.4
666,Employee_666,48,Operations,Executive,Sydney,47.1,91.84,31.3,9.6
667,Employee_667,49,Sales,Coordinator,New York,82.2,64.98,6.7,1.2
668,Employee_668,33,Marketing,Coordinator,Singapore,45.9,10.34,20.5,3.7
669,Employee_669,55,Sales,Executive,Dubai,35.8,40.2,19.5,9.3
670,Employee_670,26,Operations,Specialist,Dubai,49.4,72.89,25,3.9
671,Employee_671,38,Sales,Manager,Berlin,82.8,77.98,37.8,3.3
672,Employee_672,25,Operations,Coordinator,Sydney,33.5,11.82,23.2,5.8
673,Employee_673,45,IT,Manager,Singapore,17.4,0,21.6,8.4
674,Employee_674,22,Marketing,Analyst,Singapore,71.2,71.21,2,1.9
675,Employee_675,30,Operations,Analyst,Dubai,82.6,35.66,2.5,9.5
676,Employee_676,50,Operations,Coordinator,London,10.1,25.45,7.5,8.2
677,Employee_677,25,Finance,Specialist,Toronto,24,1.29,1.3,2.6
678,Employee_678,53,IT,Analyst,Berlin,14.2,54.03,29.7,7.4
679,Employee_679,21,Marketing,Manager,San Francisco,34.8,85.12,28.9,4.5
680,Employee_680,38,Finance,Specialist,Sydney,45,95.76,5.4,4.6
681,Employee_681,52,Sales,Coordinator,Toronto,74.9,56.57,33.4,8
682,Employee_682,31,Operations,Analyst,Paris,65.1,51.45,6.2,9.7
683,Employee_683,41,Marketing,Coordinator,Singapore,62.1,8.51,12,2.1
684,Employee_684,46,IT,Specialist,Dubai,35.2,54.89,10,4.8
685,Employee_685,45,Finance,Specialist,New York,84.1,38,14.9,5.3
686,Employee_686,42,Operations,Specialist,New York,47.1,60.71,10.2,4.4
687,Employee_687,47,HR,Executive,Paris,97.9,38.87,19.6,4.3
688,Employee_688,33,Marketing,Executive,Singapore,63.4,24.03,16.3,1.5
689,Employee_689,53,Finance,Manager,San Francisco,12.6,9.5,39.5,7.2
690,Employee_690,54,IT,Specialist,San Francisco,67.6,31.49,2.2,4.9
691,Employee_691,61,Finance,Specialist,Paris,32.5,9.66,5.7,2.8
692,Employee_692,55,Finance,Analyst,London,68.6,17.69,2.1,8.3
693,Employee_693,21,Finance,Manager,San Francisco,7,98.73,25,8.2
694,Employee_694,41,Sales,Manager,Sydney,17.5,44.41,2.2,5.4
695,Employee_695,26,HR,Coordinator,Berlin,85.6,53.19,33.5,3.7
696,Employee_696,48,IT,Specialist,Sydney,22.7,87.36,20.5,6.7
697,Employee_697,37,IT,Analyst,Tokyo,83.7,99.56,21.1,3.6
698,Employee_698,25,IT,Coordinator,New York,27.9,58.27,22.5,3.1
699,Employee_699,51,Operations,Executive,Singapore,64.3,81.25,6.8,7.6
700,Employee_700,25,Marketing,Specialist,Berlin,69.4,32.69,7.9,1.4
701,Employee_701,58,IT,Manager,Singapore,51.3,30.57,12.8,1.9
702,Employee_702,23,Marketing,Specialist,Toronto,30.5,40.27,23.7,1.1
703,Employee_703,43,IT,Specialist,Toronto,21.3,67.25,8.4,2.4
704,Employee_704,57,HR,Executive,Berlin,3.3,68.22,4.7,1.6
705,Employee_705,57,Operations,Analyst,London,30.4,31.52,38.8,10
706,Employee_706,30,Operations,Analyst,San Francisco,65.3,13.32,0.9,3.6
707,Employee_707,30,Finance,Analyst,San Francisco,93.8,63.24,32.1,2.3
708,Employee_708,39,Sales,Coordinator,Dubai,87.1,12.83,31.5,3.2
709,Employee_709,37,Operations,Analyst,San Francisco,76.6,57.85,11.9,9.4
710,Employee_710,41,Operations,Coordinator,London,78.8,69.34,5.4,5.7
711,Employee_711,34,HR,Executive,San Francisco,66.5,70.06,5.8,4.3
712,Employee_712,29,IT,Specialist,San Francisco,26,75.35,27.9,8.9
713,Employee_713,21,Operations,Coordinator,Sydney,90.7,87.29,25.7,4.6
714,Employee_714,33,Operations,Executive,London,67.1,50,31.3,4
715,Employee_715,24,Sales,Coordinator,San Francisco,56,73.02,37.5,2.9
716,Employee_716,21,Marketing,Executive,New York,11.1,61.92,27.7,4.4
717,Employee_717,60,HR,Analyst,London,44.7,18.66,6.2,3.9
718,Employee_718,52,Sales,Analyst,Toronto,46,2.57,9.7,7.1
719,Employee_719,54,Operations,Executive,Toronto,86.5,28.45,33.7,3.6
720,Employee_720,48,Operations,Manager,New York,54.7,44.3,8.4,6.2
